Date,Revenue (USD),Topic,Lag,correlation,sentimentxfeedback_%_change,revenue_%_change,sentimentxfeedback_,revenue_absolute_change,Trend
2024-11-01,21080000.0,Power Creep,2,-0.4321545056043092,-14.23591816115176,-42.38863077343537,-0.28179999999999916,-15510000.0,1002137.6241951978
2024-11-01,21080000.0,Story/Dialogue,3,-0.41051008481116946,120.45561598081616,-42.38863077343537,2.8129999999999993,-15510000.0,-344154.27136490867
2024-11-01,21080000.0,Gacha Feedback,1,0.4984667424437023,122.94480573620139,-42.38863077343537,1.4745999999999984,-15510000.0,-1260998.44259195
2024-11-01,21080000.0,General Feedback,1,0.42247412729762307,83.58482462419471,-42.38863077343537,2.9192,-15510000.0,-2001024.93386477
2024-12-01,45460000.0,Login Issues,2,-0.4620354640171529,88.0944196172797,115.65464895635675,2.3064,24380000.0,-3400063.415049531
2024-12-01,45460000.0,Gacha Feedback,1,0.4984667424437023,-2176.090116279075,115.65464895635675,-5.988599999999998,24380000.0,-1260998.44259195
2024-12-01,45460000.0,Power Creep,2,-0.4321545056043092,137.28828549949142,115.65464895635675,3.104499999999999,24380000.0,1002137.6241951978
2024-12-01,45460000.0,General Feedback,1,0.42247412729762307,-20.198848770277365,115.65464895635675,-0.11580000000000013,24380000.0,-2001024.93386477
2024-12-01,45460000.0,Story/Dialogue,3,-0.41051008481116946,-48.189240108854904,115.65464895635675,-0.23019999999999974,24380000.0,-344154.27136490867
2025-01-01,45460000.0,Power Creep,2,-0.4321545056043092,-670.8491461100574,0.0,-5.656600000000001,0.0,1002137.6241951978
2025-01-01,45460000.0,Login Issues,2,-0.4620354640171529,123.64452999679148,0.0,0.38539999999999897,0.0,-3400063.415049531
2025-01-01,45460000.0,Story/Dialogue,3,-0.41051008481116946,-1335.515151515151,0.0,-3.3053999999999992,0.0,-344154.27136490867
2025-01-01,45460000.0,General Feedback,1,0.42247412729762307,-671.3829632854448,0.0,-4.626500000000001,0.0,-2001024.93386477
2025-01-01,45460000.0,Gacha Feedback,1,0.4984667424437023,61.13347568873178,0.0,3.492800000000001,0.0,-1260998.44259195
2025-02-01,36830000.0,Story/Dialogue,3,-0.41051008481116946,-61.865986461296984,-18.983721953365595,-1.8918,-8630000.0,-344154.27136490867
2025-02-01,36830000.0,Login Issues,2,-0.4620354640171529,-54.54545454545528,-18.983721953365595,-0.040199999999999986,-8630000.0,-3400063.415049531
2025-02-01,36830000.0,General Feedback,1,0.42247412729762307,24.503348634208745,-18.983721953365595,1.3025000000000002,-8630000.0,-2001024.93386477
2025-02-01,36830000.0,Power Creep,2,-0.4321545056043092,-273.0128391573522,-18.983721953365595,-13.141199999999994,-8630000.0,1002137.6241951978
2025-02-01,36830000.0,Gacha Feedback,1,0.4984667424437023,-167.8420246780152,-18.983721953365595,-3.7271000000000027,-8630000.0,-1260998.44259195
2025-03-01,27290000.0,Gacha Feedback,1,0.4984667424437023,142.63328681675264,-25.90279663317947,8.483399999999998,-9540000.0,-1260998.44259195
2025-03-01,27290000.0,Login Issues,2,-0.4620354640171529,-4068.6567164180283,-25.90279663317947,-1.3629999999999989,-9540000.0,-3400063.415049531
2025-03-01,27290000.0,Power Creep,2,-0.4321545056043092,21.23578358749289,-25.90279663317947,3.8127999999999975,-9540000.0,1002137.6241951978
2025-03-01,27290000.0,General Feedback,1,0.42247412729762307,44.84313872068975,-25.90279663317947,1.7996000000000008,-9540000.0,-2001024.93386477
2025-03-01,27290000.0,Story/Dialogue,3,-0.41051008481116946,19.69412287613395,-25.90279663317947,0.9748000000000019,-9540000.0,-344154.27136490867
2025-04-01,71130000.0,General Feedback,1,0.42247412729762307,-32.14366388073176,160.64492488090875,-0.7114999999999974,43840000.0,-2001024.93386477
2025-04-01,71130000.0,Power Creep,2,-0.4321545056043092,71.04894709301503,160.64492488090875,10.0476,43840000.0,1002137.6241951978
2025-04-01,71130000.0,Login Issues,2,-0.4620354640171529,52.59119969913503,160.64492488090875,0.6992000000000002,43840000.0,-3400063.415049531
2025-04-01,71130000.0,Story/Dialogue,3,-0.41051008481116946,15.728697577297497,160.64492488090875,0.6251999999999978,43840000.0,-344154.27136490867
2025-04-01,71130000.0,Gacha Feedback,1,0.4984667424437023,18.322356745671918,160.64492488090875,0.4646000000000021,43840000.0,-1260998.44259195
2025-05-01,38570000.0,Power Creep,2,-0.4321545056043092,-144.4116066630841,-45.77534092506678,-5.912499999999988,-32560000.0,1002137.6241951978
2025-05-01,38570000.0,General Feedback,1,0.42247412729762307,-14.232478632478742,-45.77534092506678,-0.4163000000000028,-32560000.0,-2001024.93386477
2025-05-01,38570000.0,Gacha Feedback,1,0.4984667424437023,-265.3934606539346,-45.77534092506678,-7.962599999999996,-32560000.0,-1260998.44259195
2025-05-01,38570000.0,Login Issues,2,-0.4620354640171529,-471.02966841186736,-45.77534092506678,-2.9688999999999988,-32560000.0,-3400063.415049531
2025-05-01,38570000.0,Story/Dialogue,3,-0.41051008481116946,149.1387288413888,-45.77534092506678,4.995699999999999,-32560000.0,-344154.27136490867
2025-06-01,16493200.0,Gacha Feedback,1,0.4984667424437023,82.89502851500313,-57.23826808400312,4.113499999999998,-22076800.0,-1260998.44259195
2025-06-01,16493200.0,General Feedback,1,0.42247412729762307,181.4473408553557,-57.23826808400312,6.0626999999999995,-22076800.0,-2001024.93386477
2025-06-01,16493200.0,Login Issues,2,-0.4620354640171529,207.98510780173376,-57.23826808400312,7.4857999999999985,-22076800.0,-3400063.415049531
2025-06-01,16493200.0,Power Creep,2,-0.4321545056043092,86.66793248523489,-57.23826808400312,8.672599999999989,-22076800.0,1002137.6241951978
2025-06-01,16493200.0,Story/Dialogue,3,-0.41051008481116946,6.670716889428832,-57.23826808400312,0.10979999999999857,-22076800.0,-344154.27136490867
2025-07-01,74540000.0,Story/Dialogue,3,-0.41051008481116946,61.74393438888271,351.94383139718184,1.0841000000000016,58046800.0,-344154.27136490867
2025-07-01,74540000.0,Login Issues,2,-0.4620354640171529,-131.21751659548192,351.94383139718184,-5.0999,58046800.0,-3400063.415049531
2025-07-01,74540000.0,Gacha Feedback,1,0.4984667424437023,-1146.6540999057504,351.94383139718184,-9.732800000000001,58046800.0,-1260998.44259195
2025-07-01,74540000.0,Power Creep,2,-0.4321545056043092,383.1646803088226,351.94383139718184,5.111800000000002,58046800.0,1002137.6241951978
2025-07-01,74540000.0,General Feedback,1,0.42247412729762307,-788.7484383038143,351.94383139718184,-21.465,58046800.0,-2001024.93386477
2025-08-01,24790800.0,General Feedback,1,0.42247412729762307,85.07810666040675,-66.74161524013952,15.946700000000002,-49749200.0,-2001024.93386477
2025-08-01,24790800.0,Gacha Feedback,1,0.4984667424437023,109.55054056097377,-66.74161524013952,11.5922,-49749200.0,-1260998.44259195
2025-08-01,24790800.0,Login Issues,2,-0.4620354640171529,0.2637435094370801,-66.74161524013952,0.0032000000000000917,-49749200.0,-3400063.415049531
2025-08-01,24790800.0,Power Creep,2,-0.4321545056043092,-138.17137411652584,-66.74161524013952,-5.219699999999999,-49749200.0,1002137.6241951978
2025-08-01,24790800.0,Story/Dialogue,3,-0.41051008481116946,-152.78354871650404,-66.74161524013952,-4.338899999999999,-49749200.0,-344154.27136490867
2025-09-01,31535200.0,Gacha Feedback,1,0.4984667424437023,-1010.1128042746883,27.205253561805186,-10.2082,6744400.0,-1260998.44259195
2025-09-01,31535200.0,Login Issues,2,-0.4620354640171529,76.5391289976035,27.205253561805186,0.9261999999999995,6744400.0,-3400063.415049531
2025-09-01,31535200.0,Story/Dialogue,3,-0.41051008481116946,90.14009339559706,27.205253561805186,1.3511999999999993,6744400.0,-344154.27136490867
2025-09-01,31535200.0,General Feedback,1,0.42247412729762307,6.2068718938824805,27.205253561805186,0.1735999999999991,6744400.0,-2001024.93386477
2025-09-01,31535200.0,Power Creep,2,-0.4321545056043092,-497.822468793344,27.205253561805186,-7.178600000000005,6744400.0,1002137.6241951978
2025-10-01,19390400.0,Power Creep,2,-0.4321545056043092,31.210124585295777,-38.51188513153555,2.690500000000008,-12144800.0,1002137.6241951978
2025-10-01,19390400.0,General Feedback,1,0.42247412729762307,134.81873975527003,-38.51188513153555,3.5366999999999997,-12144800.0,-2001024.93386477
2025-10-01,19390400.0,Login Issues,2,-0.4620354640171529,399.8943289890806,-38.51188513153555,1.1352999999999998,-12144800.0,-3400063.415049531
2025-10-01,19390400.0,Story/Dialogue,3,-0.41051008481116946,-94.92557510148852,-38.51188513153555,-0.14030000000000004,-12144800.0,-344154.27136490867
2025-10-01,19390400.0,Gacha Feedback,1,0.4984667424437023,186.01809167608943,-38.51188513153555,17.1092,-12144800.0,-1260998.44259195
2025-11-01,58694000.0,General Feedback,1,0.42247412729762307,-516.7177578278959,202.69617955276837,-4.719699999999998,39303600.0,-2001024.93386477
2025-11-01,58694000.0,Story/Dialogue,3,-0.41051008481116946,-43.49184311003125,202.69617955276837,-0.12530000000000002,39303600.0,-344154.27136490867
2025-11-01,58694000.0,Gacha Feedback,1,0.4984667424437023,-172.80196167652556,202.69617955276837,-13.671399999999997,39303600.0,-1260998.44259195
2025-11-01,58694000.0,Power Creep,2,-0.4321545056043092,-33.238899849918326,202.69617955276837,-1.9711000000000043,39303600.0,1002137.6241951978
2025-11-01,58694000.0,Login Issues,2,-0.4620354640171529,-433.50951374207193,202.69617955276837,-3.6908999999999996,39303600.0,-3400063.415049531
